# Running on file ./src/test/resources/it/unibo/c2c/input.csv with args: maxError=75.0, maxSegments=6, startYear=1984, endYear=2019, infill=true, spikesTolerance=0.85, revertBand=false, negativeMagnitudeOnly=true, postMetrics=false, regrowthMetrics=true
id, year, value, magnitude, duration, rate, indexRegrowth, recoveryIndicator, y2r60, y2r80, y2r100
829,2006,-410,-796,1,-796,329.3333333333333,-0.413735343383585,NaN,NaN,NaN
830,1994,479,-102,10,-10.2,-27.666666666666686,0.27124183006536,5,5,NaN
830,1995,92,-387,1,-387,354.6666666666667,-0.916451335055986,1,4,4
830,2002,-51,-583,2,-291.5,531.3333333333333,-0.911377930245855,2,2,2
831,1997,-130,-377,5,-75.4,229,-0.607427055702918,NaN,NaN,NaN
831,2019,-92,-179,18,-9.944444444444445,NaN,NaN,NaN,NaN,NaN
832,1992,439,-250,6,-41.666666666666664,71.33333333333331,-0.285333333333333,1,1,2
832,1999,374,-322,5,-64.4,241,-0.748447204968944,1,1,15
833,1987,-38,-456,1,-456,392.6666666666667,-0.861111111111111,1,1,1
833,2004,-93,-639,3,-213,114.33333333333333,-0.178925404277517,NaN,NaN,NaN
834,1999,657,-9,15,-0.6,-179.33333333333331,19.925925925925924,1,1,NaN
834,2003,364,-293,4,-73.25,214.66666666666663,-0.732650739476678,1,2,9
835,2016,-276,-908,1,-908,NaN,NaN,NaN,NaN,NaN
836,2001,723,-1,17,-0.058823529411765,-243.66666666666669,243.66666666666669,2,NaN,NaN
836,2002,411,-312,1,-312,0.666666666666686,-0.002136752136752,1,11,NaN
836,2008,245,-311,1,-311,360,-1.157556270096463,1,1,4
837,1991,-61,-117,6,-19.5,50,-0.427350427350427,1,1,1
837,1993,-11,-251,1,-251,90.33333333333333,-0.359893758300133,5,5,NaN
837,2019,-28,-238,21,-11.333333333333334,NaN,NaN,NaN,NaN,NaN
838,2005,546,-191,3,-63.666666666666664,71.33333333333337,-0.37347294938918,1,1,NaN
838,2013,468,-216,1,-216,181.33333333333337,-0.839506172839506,1,1,NaN
839,1993,-478,-864,1,-864,371.3333333333333,-0.429783950617284,24,NaN,NaN
839,2005,-122,-71,11,-6.454545454545454,160.33333333333334,-2.258215962441315,2,1,1
840,2002,66,-739,1,-739,362.3333333333333,-0.490302210193956,6,11,NaN
841,2015,-301,-620,1,-620,391,-0.630645161290323,NaN,NaN,NaN
842,1988,196,-188,1,-188,149.33333333333331,-0.794326241134752,1,3,5
842,1994,262,-169,1,-169,-36,0.21301775147929,1,1,NaN
843,1998,-266,-876,1,-876,682,-0.778538812785388,4,18,19
844,1996,393,-253,12,-21.083333333333332,188.66666666666663,-0.745718050065876,1,1,9
844,2003,441,-168,6,-28,227,-1.351190476190476,1,1,2
844,2019,600,-68,14,-4.857142857142857,NaN,NaN,NaN,NaN,NaN
845,2016,105,-515,1,-515,NaN,NaN,NaN,NaN,NaN
846,1998,444,-4,14,-0.285714285714286,-152,38,1,NaN,NaN
846,1999,275,-169,1,-169,17,-0.100591715976331,1,10,13
846,2019,400,-137,7,-19.571428571428573,NaN,NaN,NaN,NaN,NaN
847,2012,584,-42,28,-1.5,-615,14.642857142857142,NaN,NaN,NaN
847,2014,-31,-615,2,-307.5,0,-0,NaN,NaN,NaN
848,2006,68,-361,1,-361,214,-0.592797783933518,1,8,11
849,2001,367,-345,1,-345,0,-0,8,13,NaN
850,2016,-391,-1094,1,-1094,NaN,NaN,NaN,NaN,NaN
851,2006,485,-18,22,-0.818181818181818,-126.66666666666669,7.037037037037038,2,NaN,NaN
851,2007,111,-374,1,-374,230.33333333333331,-0.615864527629233,1,NaN,NaN
851,2019,336,-51,11,-4.636363636363637,NaN,NaN,NaN,NaN,NaN
852,2002,-120,-714,1,-714,384.6666666666667,-0.53874883286648,8,8,NaN
853,2019,379,-103,35,-2.942857142857143,NaN,NaN,NaN,NaN,NaN
854,2017,-36,-283,1,-283,NaN,NaN,NaN,NaN,NaN
855,2002,-418,-926,1,-926,596,-0.643628509719222,NaN,NaN,NaN
856,2019,362,-52,35,-1.485714285714286,NaN,NaN,NaN,NaN,NaN
858,1997,742,-17,13,-1.307692307692308,-425.3333333333333,25.019607843137255,1,NaN,NaN
858,1999,295,-447,2,-223.5,74.33333333333331,-0.166293810589113,9,12,NaN
859,1999,534,-78,15,-5.2,-274,3.512820512820513,NaN,NaN,NaN
859,2000,-515,-1049,1,-1049,796.3333333333333,-0.759135684779155,7,14,17
859,2009,263,-149,2,-74.5,194.33333333333331,-1.304250559284116,1,2,3
860,1989,165,-476,5,-95.2,570.5,-1.198529411764706,1,1,1
860,1997,-57,-977,7,-139.57142857142858,296.66666666666663,-0.303650631183896,2,2,NaN
860,2000,-125,-912,1,-912,785.6666666666666,-0.861476608187134,1,4,NaN
861,2011,49,-236,1,-236,-81.66666666666666,0.346045197740113,NaN,NaN,NaN
861,2019,-8,-57,8,-7.125,NaN,NaN,NaN,NaN,NaN
862,1995,10,-239,3,-79.66666666666667,69.33333333333333,-0.290097629009763,2,2,15
862,2015,18,-263,1,-263,185,-0.703422053231939,1,2,2
863,2015,59,-386,1,-386,22,-0.05699481865285,NaN,NaN,NaN
864,1993,444,-171,3,-57,100,-0.584795321637427,1,1,14
864,2000,418,-196,6,-32.666666666666664,91.33333333333331,-0.465986394557823,1,1,7
865,1989,-80,-209,3,-69.66666666666667,164,-0.784688995215311,2,2,3
865,1995,-53,-268,2,-134,-5.666666666666664,0.021144278606965,NaN,NaN,NaN
866,1991,141,-431,1,-431,560.6666666666666,-1.300850734725445,2,3,3
866,2004,207,-526,8,-65.75,332.33333333333337,-0.631812420785805,1,2,NaN
866,2019,521,-1,14,-0.071428571428571,NaN,NaN,NaN,NaN,NaN
867,1992,566,-7,8,-0.875,-223.33333333333331,31.9047619047619,5,NaN,NaN
867,1993,-256,-822,1,-822,599.6666666666667,-0.729521492295215,4,17,17
867,2019,586,-35,9,-3.888888888888889,NaN,NaN,NaN,NaN,NaN
868,1991,543,-73,7,-10.428571428571429,-78.33333333333331,1.073059360730593,2,6,NaN
868,1992,221,-322,1,-322,228.66666666666669,-0.710144927536232,1,1,16
869,2017,346,-363,1,-363,NaN,NaN,1,NaN,NaN
870,2009,-376,-690,1,-690,404,-0.585507246376812,NaN,NaN,NaN
871,1991,245,-346,7,-49.42857142857143,371,-1.072254335260116,1,2,2
871,1999,616,-21,6,-3.5,-49,2.333333333333333,1,3,NaN
871,2001,95,-521,2,-260.5,323.3333333333333,-0.620601407549584,1,1,7
871,2019,469,-98,17,-5.764705882352941,NaN,NaN,NaN,NaN,NaN
872,1988,678,-7,4,-1.75,-94,13.428571428571429,2,2,NaN
872,1989,399,-279,1,-279,222.66666666666663,-0.798088410991637,1,1,8
872,2002,380,-334,2,-167,194.33333333333337,-0.58183632734531,4,5,NaN
872,2019,523,-118,11,-10.727272727272727,NaN,NaN,NaN,NaN,NaN
873,2019,566,-168,35,-4.8,NaN,NaN,NaN,NaN,NaN
874,1985,-45,-379,1,-379,-6.666666666666664,0.017590149516271,20,30,NaN
875,1989,358,-118,5,-23.6,-157,1.330508474576271,NaN,NaN,NaN
875,1990,-74,-432,1,-432,282,-0.652777777777778,5,8,9
875,2015,-571,-1008,1,-1008,679,-0.673611111111111,NaN,NaN,NaN
875,2019,108,-7,3,-2.333333333333333,NaN,NaN,NaN,NaN,NaN
876,1997,380,-135,4,-33.75,61,-0.451851851851852,1,1,16
876,2015,354,-213,1,-213,0,-0,1,NaN,NaN
877,2009,337,-206,4,-51.5,278.33333333333337,-1.351132686084143,1,1,1
877,2019,552,-37,9,-4.111111111111111,NaN,NaN,NaN,NaN,NaN
878,2017,606,-36,33,-1.090909090909091,NaN,NaN,1,1,1
879,1998,596,-209,2,-104.5,32.66666666666663,-0.156299840510367,1,1,NaN
879,2011,337,-341,1,-341,271.33333333333337,-0.795698924731183,1,1,NaN
880,2019,216,-54,33,-1.636363636363636,NaN,NaN,NaN,NaN,NaN
881,2006,524,-224,3,-74.66666666666667,143,-0.638392857142857,1,1,NaN
882,2003,110,-623,1,-623,395,-0.634028892455859,1,10,NaN
883,2008,-158,-310,1,-310,121,-0.390322580645161,NaN,NaN,NaN
884,2019,480,-103,35,-2.942857142857143,NaN,NaN,NaN,NaN,NaN
885,2006,553,-203,2,-101.5,0,-0,1,NaN,NaN
885,2016,-242,-832,1,-832,NaN,NaN,NaN,NaN,NaN
886,2005,452,-1,21,-0.047619047619048,-630,630,NaN,NaN,NaN
886,2006,-178,-630,1,-630,0,-0,NaN,NaN,NaN
887,1997,-356,-689,1,-689,0,-0,NaN,NaN,NaN
888,1997,288,-153,1,-153,0,-0,1,8,8
889,2019,585,-14,35,-0.4,NaN,NaN,NaN,NaN,NaN
891,1988,128,-275,1,-275,336.5,-1.223636363636364,2,2,4
891,2013,234,-256,18,-14.222222222222221,-12,0.046875,1,1,1
891,2019,238,-287,5,-57.4,NaN,NaN,NaN,NaN,NaN
892,2015,-328,-959,1,-959,529,-0.551616266944734,NaN,NaN,NaN
893,1985,59,-77,1,-77,317.3333333333333,-4.121212121212121,1,1,1
893,2006,116,-397,1,-397,117.66666666666666,-0.296389588581024,6,8,NaN
894,1999,-22,-612,1,-612,424.6666666666667,-0.693899782135076,3,5,9
894,2011,268,-369,3,-123,120,-0.32520325203252,1,2,2
894,2019,505,-118,5,-23.6,NaN,NaN,NaN,NaN,NaN
895,2011,-429,-1048,1,-1048,641,-0.611641221374046,NaN,NaN,NaN
895,2019,192,-1,5,-0.2,NaN,NaN,NaN,NaN,NaN
896,1995,407,-257,4,-64.25,181,-0.704280155642023,1,1,1
896,2002,460,-227,6,-37.833333333333336,142.66666666666663,-0.62848751835536,1,1,10
896,2019,646,-7,16,-0.4375,NaN,NaN,NaN,NaN,NaN
897,2006,54,-597,1,-597,278.6666666666667,-0.46677833612507,7,11,NaN
898,2006,-249,-370,1,-370,143,-0.386486486486486,NaN,NaN,NaN
898,2010,-199,-123,2,-61.5,175.66666666666666,-1.428184281842818,2,2,2
898,2019,-13,-23,7,-3.285714285714286,NaN,NaN,NaN,NaN,NaN
899,1985,471,-139,1,-139,-30,0.215827338129496,1,2,NaN
899,1995,-24,-578,1,-578,438.6666666666667,-0.758938869665513,2,11,12
900,2014,416,-179,2,-89.5,41,-0.229050279329609,3,NaN,NaN
900,2015,-536,-952,1,-952,993,-1.043067226890756,2,2,2
901,1999,-7,-475,1,-475,260,-0.547368421052632,6,6,7
901,2002,-10,-3,3,-1,662.3333333333334,-220.7777777777778,1,1,1
902,2001,-84,-208,14,-14.857142857142858,231.33333333333334,-1.112179487179487,1,2,2
902,2019,28,-206,16,-12.875,NaN,NaN,NaN,NaN,NaN
903,2019,610,-106,35,-3.028571428571428,NaN,NaN,NaN,NaN,NaN
904,2009,569,-55,25,-2.2,-242.33333333333331,4.406060606060605,2,NaN,NaN
904,2010,184,-385,1,-385,159.66666666666669,-0.414718614718615,1,8,NaN
904,2014,149,-241,1,-241,311,-1.29045643153527,1,1,1
906,2000,614,-56,16,-3.5,-136.66666666666669,2.440476190476191,5,5,NaN
906,2001,383,-231,1,-231,126.33333333333331,-0.546897546897547,1,4,15
906,2015,401,-176,7,-25.142857142857142,167,-0.948863636363636,1,1,1
906,2019,568,-76,3,-25.333333333333332,NaN,NaN,NaN,NaN,NaN
907,1985,-6,-244,1,-244,338,-1.385245901639344,1,1,1
907,2000,165,-326,1,-326,333.6666666666667,-1.023517382413088,1,3,4
907,2019,541,-147,12,-12.25,NaN,NaN,NaN,NaN,NaN
908,2007,275,-241,1,-241,79.33333333333331,-0.329183955739972,1,7,NaN
909,2015,526,-148,1,-148,-37,0.25,1,1,NaN
909,2019,489,-133,2,-66.5,NaN,NaN,NaN,NaN,NaN
910,2017,87,-569,1,-569,NaN,NaN,1,1,NaN
911,2002,241,-332,1,-332,404,-1.216867469879518,1,1,2
911,2019,695,-8,15,-0.533333333333333,NaN,NaN,NaN,NaN,NaN
912,2007,-70,-289,1,-289,6.666666666666664,-0.023068050749712,NaN,NaN,NaN
913,2018,-14,-700,1,-700,NaN,NaN,NaN,NaN,NaN
914,2019,507,-169,35,-4.828571428571428,NaN,NaN,NaN,NaN,NaN
915,2008,595,-21,24,-0.875,-195,9.285714285714286,1,NaN,NaN
915,2009,400,-195,1,-195,0,-0,1,NaN,NaN
916,2001,345,-64,17,-3.764705882352941,191,-2.984375,1,1,1
918,1999,450,-256,1,-256,159,-0.62109375,1,4,NaN
918,2002,399,-51,3,-17,210,-4.117647058823529,1,1,1
918,2019,406,-203,16,-12.6875,NaN,NaN,NaN,NaN,NaN
919,2018,158,-612,1,-612,NaN,NaN,NaN,NaN,NaN
921,2019,412,-10,35,-0.285714285714286,NaN,NaN,NaN,NaN,NaN
922,1992,223,-104,8,-13,365,-3.509615384615385,1,1,1
922,2019,563,-25,26,-0.961538461538462,NaN,NaN,NaN,NaN,NaN
924,1991,-198,-753,1,-753,533.6666666666667,-0.708720672864099,4,17,NaN
924,2015,-334,-873,1,-873,748,-0.856815578465063,2,NaN,NaN
925,1995,380,-218,1,-218,65,-0.298165137614679,1,1,1
925,2015,259,-484,1,-484,151,-0.31198347107438,1,NaN,NaN
925,2019,410,-132,3,-44,NaN,NaN,NaN,NaN,NaN
926,1985,-67,-286,1,-286,176,-0.615384615384615,7,8,9
926,2001,-15,-375,3,-125,131.66666666666669,-0.351111111111111,1,1,1
926,2005,132,-368,1,-368,-8.5,0.023097826086957,7,9,NaN
927,1998,439,-45,14,-3.214285714285714,-64.33333333333331,1.429629629629629,2,5,NaN
927,1999,-52,-491,1,-491,413.6666666666667,-0.842498302783435,1,2,10
928,2001,-75,-171,2,-85.5,130.33333333333334,-0.762183235867446,1,2,10
929,2005,288,-134,1,-134,-59.66666666666666,0.445273631840796,1,NaN,NaN
929,2012,11,-314,3,-104.66666666666667,64.33333333333333,-0.204883227176221,NaN,NaN,NaN
930,2006,-360,-608,1,-608,269,-0.442434210526316,NaN,NaN,NaN
930,2019,95,-47,5,-9.4,NaN,NaN,NaN,NaN,NaN
931,2005,428,-118,1,-118,140,-1.186440677966102,1,1,1
931,2014,623,-48,8,-6,-452,9.416666666666666,NaN,NaN,NaN
931,2015,150,-473,1,-473,21,-0.044397463002114,NaN,NaN,NaN
932,1995,354,-242,1,-242,255.66666666666663,-1.056473829201102,1,1,1
932,1997,567,-260,1,-260,-51.66666666666663,0.198717948717949,1,10,NaN
933,1993,494,-219,1,-219,50,-0.228310502283105,1,1,2
933,2002,473,-248,6,-41.333333333333336,239,-0.963709677419355,1,1,1
933,2019,688,-37,16,-2.3125,NaN,NaN,NaN,NaN,NaN
934,2015,549,-20,31,-0.645161290322581,-210,10.5,1,1,1
934,2017,395,-318,1,-318,NaN,NaN,NaN,NaN,NaN
934,2019,339,-56,2,-28,NaN,NaN,NaN,NaN,NaN
935,1992,481,-198,1,-198,119.33333333333337,-0.602693602693603,1,1,7
935,2019,650,-40,20,-2,NaN,NaN,NaN,NaN,NaN
936,1998,582,-19,14,-1.357142857142857,-42.33333333333337,2.228070175438599,1,2,NaN
936,1999,422,-160,1,-160,75,-0.46875,1,1,2
936,2010,394,-204,9,-22.666666666666668,136.66666666666663,-0.669934640522876,1,1,NaN
936,2019,511,-11,8,-1.375,NaN,NaN,NaN,NaN,NaN
937,1998,562,-176,14,-12.571428571428571,72.66666666666663,-0.412878787878788,2,2,NaN
937,1999,362,-200,1,-200,337.66666666666663,-1.688333333333333,1,1,1
937,2002,518,-124,2,-62,145.66666666666663,-1.174731182795699,1,1,1
937,2019,636,-57,16,-3.5625,NaN,NaN,NaN,NaN,NaN
938,2000,187,-358,1,-358,19.666666666666657,-0.054934823091248,8,14,NaN
938,2005,147,-40,5,-8,128,-3.2,1,1,1
938,2012,255,-162,4,-40.5,193,-1.191358024691358,1,1,2
939,2000,-73,-188,1,-188,119,-0.632978723404255,1,1,1
939,2004,46,-240,1,-240,-57,0.2375,NaN,NaN,NaN
939,2019,-91,-137,15,-9.133333333333333,NaN,NaN,NaN,NaN,NaN
940,1988,31,-520,1,-520,379.5,-0.729807692307692,1,7,7
940,2006,246,-177,17,-10.411764705882353,346,-1.954802259887006,1,1,1
940,2019,509,-83,11,-7.545454545454546,NaN,NaN,NaN,NaN,NaN
941,2011,421,-169,1,-169,167,-0.988165680473373,1,1,1
941,2019,485,-154,7,-22,NaN,NaN,NaN,NaN,NaN
942,1995,432,-202,2,-101,96.33333333333337,-0.476897689768977,1,4,NaN
943,1992,580,-36,8,-4.5,-45,1.25,2,3,NaN
943,1993,13,-567,1,-567,522,-0.920634920634921,1,2,17
944,1997,129,-149,13,-11.461538461538462,181,-1.214765100671141,1,1,1
944,2015,279,-31,17,-1.823529411764706,235,-7.580645161290323,1,1,1
944,2017,514,-281,1,-281,NaN,NaN,1,NaN,NaN
945,1985,409,-165,1,-165,131.33333333333337,-0.795959595959596,1,1,7
945,2019,436,-212,9,-23.555555555555557,NaN,NaN,NaN,NaN,NaN
946,2006,519,-76,22,-3.454545454545455,-140.66666666666669,1.850877192982456,5,NaN,NaN
946,2007,-334,-853,1,-853,764,-0.895662368112544,4,4,8
947,2006,293,-163,1,-163,96.33333333333331,-0.591002044989775,1,1,8
949,1994,110,-568,1,-568,358.6666666666667,-0.631455399061033,1,10,NaN
950,2004,205,-93,20,-4.65,-329,3.537634408602151,NaN,NaN,NaN
950,2005,-124,-329,1,-329,0,-0,NaN,NaN,NaN
951,2007,68,-200,1,-200,0,-0,NaN,NaN,NaN
952,2013,184,-101,6,-16.833333333333332,158,-1.564356435643564,1,1,1
954,2002,-63,-85,18,-4.722222222222222,480,-5.647058823529412,1,1,1
955,2004,404,-145,1,-145,7,-0.048275862068966,1,NaN,NaN
956,2000,-237,-355,1,-355,0,-0,NaN,NaN,NaN
957,1985,562,-126,1,-126,60,-0.476190476190476,1,1,15
957,2002,281,-440,1,-440,370,-0.840909090909091,1,1,6
958,1997,530,-176,1,-176,98.66666666666663,-0.56060606060606,1,1,13
959,2005,523,-87,21,-4.142857142857143,-53.333333333333314,0.613026819923371,2,3,NaN
959,2006,291,-232,1,-232,204.66666666666669,-0.882183908045977,1,2,6
960,2011,470,-162,2,-81,-274,1.691358024691358,1,2,NaN
960,2016,20,-528,1,-528,NaN,NaN,NaN,NaN,NaN
961,1985,576,-29,1,-29,-116.66666666666669,4.022988505747128,2,NaN,NaN
961,1986,229,-347,1,-347,235,-0.677233429394813,1,5,18
961,1995,232,-257,1,-257,230,-0.894941634241245,1,1,5
962,2001,-54,-403,8,-50.375,95.66666666666666,-0.237386269644334,9,9,NaN
962,2014,-11,-356,2,-178,112,-0.314606741573034,NaN,NaN,NaN
963,2005,469,-20,21,-0.952380952380952,-291,14.55,NaN,NaN,NaN
963,2006,-296,-765,1,-765,504.66666666666663,-0.659694989106754,12,NaN,NaN
964,1989,453,-234,1,-234,172,-0.735042735042735,1,1,NaN
964,1999,345,-297,9,-33,268.66666666666663,-0.904601571268238,1,1,5
964,2019,551,-43,19,-2.263157894736842,NaN,NaN,NaN,NaN,NaN
965,1999,506,-174,11,-15.818181818181818,37.33333333333337,-0.21455938697318,1,4,NaN
965,2009,476,-195,1,-195,157.66666666666663,-0.808547008547008,1,1,NaN
966,2004,-375,-1135,1,-1135,810,-0.713656387665198,13,NaN,NaN
967,2019,606,-31,35,-0.885714285714286,NaN,NaN,NaN,NaN,NaN
968,1993,358,-251,9,-27.88888888888889,178,-0.709163346613546,2,3,7
968,2001,378,-262,1,-262,130.66666666666669,-0.498727735368957,4,6,NaN
968,2009,294,-84,8,-10.5,304,-3.619047619047619,1,1,1
968,2019,563,-70,9,-7.777777777777778,NaN,NaN,NaN,NaN,NaN
969,1996,701,-13,12,-1.083333333333333,-235.66666666666669,18.12820512820513,4,5,NaN
969,1997,23,-678,1,-678,441.6666666666667,-0.651425762045231,3,4,15
969,2002,256,-363,1,-363,374,-1.03030303030303,1,1,5
970,2001,559,-103,17,-6.058823529411764,-203.66666666666669,1.977346278317152,NaN,NaN,NaN
970,2002,8,-551,1,-551,389,-0.705989110707804,4,9,14
971,2002,492,-159,5,-31.8,27,-0.169811320754717,1,1,11
971,2004,519,-126,1,-126,23.33333333333337,-0.185185185185185,1,1,9
972,2015,-29,-694,1,-694,459,-0.661383285302594,2,NaN,NaN
973,1988,101,-54,4,-13.5,127,-2.351851851851852,1,1,1
973,2009,35,-210,20,-10.5,172.66666666666666,-0.822222222222222,1,1,1
973,2019,97,-155,9,-17.22222222222222,NaN,NaN,NaN,NaN,NaN
974,1985,125,-192,1,-192,247,-1.286458333333333,4,4,4
974,2006,318,-54,17,-3.176470588235294,195,-3.611111111111111,1,1,1
974,2019,466,-47,11,-4.272727272727272,NaN,NaN,NaN,NaN,NaN
975,2019,299,-93,35,-2.657142857142857,NaN,NaN,NaN,NaN,NaN
976,2003,-149,-778,1,-778,443,-0.569408740359897,11,NaN,NaN
978,1994,630,-103,10,-10.3,-242,2.349514563106796,NaN,NaN,NaN
978,1995,-2,-632,1,-632,390,-0.617088607594937,1,8,9
979,1997,674,-46,13,-3.538461538461538,-122.33333333333337,2.659420289855073,1,3,NaN
979,1999,442,-232,2,-116,176.33333333333337,-0.760057471264368,1,1,NaN
980,2019,514,-22,35,-0.628571428571429,NaN,NaN,NaN,NaN,NaN
981,1998,457,-215,1,-215,59,-0.274418604651163,1,6,NaN
982,2019,305,-78,12,-6.5,NaN,NaN,NaN,NaN,NaN
983,2013,508,-203,2,-101.5,0,-0,1,NaN,NaN
984,2004,177,-128,20,-6.4,-282,2.203125,NaN,NaN,NaN
984,2005,-105,-282,1,-282,0,-0,NaN,NaN,NaN
985,2008,338,-73,9,-8.11111111111111,263,-3.602739726027397,1,1,1
985,2019,556,-45,9,-5,NaN,NaN,NaN,NaN,NaN
986,2010,-234,-965,1,-965,0,-0,NaN,NaN,NaN
987,2019,326,-82,23,-3.565217391304348,NaN,NaN,NaN,NaN,NaN
990,1989,294,-146,1,-146,122.66666666666669,-0.840182648401827,1,3,6
990,2007,233,-263,12,-21.916666666666668,78.33333333333331,-0.297845373891001,1,1,NaN
990,2019,286,-205,11,-18.636363636363637,NaN,NaN,NaN,NaN,NaN
991,1993,648,-122,9,-13.555555555555555,102,-0.836065573770492,1,1,2
991,2017,693,-141,21,-6.714285714285714,NaN,NaN,NaN,NaN,NaN
991,2018,-6,-699,1,-699,NaN,NaN,NaN,NaN,NaN
992,1990,-78,-36,6,-6,229,-6.361111111111111,1,1,1
992,2001,-41,-241,8,-30.125,168.66666666666669,-0.699861687413555,1,9,9
993,2014,-165,-453,1,-453,177.5,-0.391832229580574,NaN,NaN,NaN
994,2001,693,-9,17,-0.529411764705882,-93.33333333333337,10.370370370370374,2,2,NaN
994,2002,-49,-742,1,-742,676.6666666666666,-0.911949685534591,1,1,7
995,2000,-38,-365,1,-365,311,-0.852054794520548,4,4,8
995,2013,-184,-568,1,-568,817.1666666666666,-1.438673708920188,1,1,1
995,2019,632,-75,5,-15,NaN,NaN,NaN,NaN,NaN
996,1996,-54,-688,1,-688,389,-0.565406976744186,11,17,NaN
996,2019,394,-135,4,-33.75,NaN,NaN,NaN,NaN,NaN
997,1999,733,-3,15,-0.2,-102,34,1,5,NaN
997,2000,476,-257,1,-257,188.33333333333337,-0.732814526588846,1,4,14
997,2019,598,-136,3,-45.333333333333336,NaN,NaN,NaN,NaN,NaN
998,1998,-168,-646,1,-646,363,-0.561919504643963,13,15,NaN
998,2015,-158,-565,1,-565,363,-0.642477876106195,NaN,NaN,NaN
999,2001,-114,-185,1,-185,239.66666666666669,-1.295495495495496,1,1,1
999,2009,-20,-212,7,-30.285714285714285,303.3333333333333,-1.430817610062893,1,1,1
999,2019,153,-189,9,-21,NaN,NaN,NaN,NaN,NaN
